省份,日期,住院人数
广东,2020-06-15,22619
广东,2020-06-16,22619
广东,2020-06-17,22619
广东,2020-06-18,22622
广东,2020-06-19,22625
广东,2020-06-20,22625
广东,2020-06-21,22625
广东,2020-06-22,22625
广东,2020-06-23,22625
广东,2020-06-24,22626
广东,2020-06-25,22626
广东,2020-06-26,22626
广东,2020-06-27,22626
广东,2020-06-28,22626
广东,2020-06-29,22626
广东,2020-06-30,22626
广西,2020-01-22,285
广西,2020-01-23,814
广西,2020-01-24,1260
广西,2020-01-25,1314
广西,2020-01-26,1327
广西,2020-01-27,1332
广西,2020-01-28,1337
广西,2020-01-29,1809
广西,2020-01-30,1818
广西,2020-01-31,1831
广西,2020-02-01,2057
广西,2020-02-02,2073
广西,2020-02-03,2080
广西,2020-02-04,2093
广西,2020-02-05,2211
广西,2020-02-06,2216
广西,2020-02-07,2230
广西,2020-02-08,2240
广西,2020-02-09,2257
广西,2020-02-10,2250
广西,2020-02-11,2268
广西,2020-02-12,2266
广西,2020-02-13,2271
广西,2020-02-14,2277
广西,2020-02-15,2278
广西,2020-02-16,2280
广西,2020-02-17,2282
广西,2020-02-18,2273
广西,2020-02-19,2281
广西,2020-02-20,2285
广西,2020-02-21,2292
广西,2020-02-22,2291
广西,2020-02-23,2295
广西,2020-02-24,2277
广西,2020-02-25,2290
广西,2020-02-26,2278
广西,2020-02-27,2292
广西,2020-02-28,2293
广西,2020-02-29,2292
广西,2020-03-01,2290
广西,2020-03-02,2285
广西,2020-03-03,2291
广西,2020-03-04,2296
广西,2020-03-05,2295
广西,2020-03-06,2297
广西,2020-03-07,2295
广西,2020-03-08,2292
广西,2020-03-09,2295
广西,2020-03-10,2296
广西,2020-03-11,2295
广西,2020-03-12,2297
广西,2020-03-13,2299
广西,2020-03-14,2299
广西,2020-03-15,2295
广西,2020-03-16,2398
广西,2020-03-17,2399
广西,2020-03-18,2399
广西,2020-03-19,2400
广西,2020-03-20,2400
广西,2020-03-21,2400
广西,2020-03-22,2400
广西,2020-03-23,2400
广西,2020-03-24,2400
广西,2020-03-25,2400
广西,2020-03-26,2400
广西,2020-03-27,2400
广西,2020-03-28,2400
广西,2020-03-29,2400
广西,2020-03-30,2400
广西,2020-03-31,2400
广西,2020-04-01,2398
广西,2020-04-02,2400
广西,2020-04-03,2400
广西,2020-04-04,2400
广西,2020-04-05,2400
广西,2020-04-06,2400
广西,2020-04-07,2400
广西,2020-04-08,2400
广西,2020-04-09,2400
广西,2020-04-10,2400
广西,2020-04-11,2400
广西,2020-04-12,2400
广西,2020-04-13,2400
广西,2020-04-14,2400
广西,2020-04-15,2400
广西,2020-04-16,2400
广西,2020-04-17,2400
广西,2020-04-18,2400
广西,2020-04-19,2400
广西,2020-04-20,2400
广西,2020-04-21,2400
广西,2020-04-22,2400
广西,2020-04-23,2400
广西,2020-04-24,2400
广西,2020-04-25,2400
广西,2020-04-26,2400
广西,2020-04-27,2400
广西,2020-04-28,2400
广西,2020-04-29,2400
广西,2020-04-30,2400
广西,2020-05-01,2400
广西,2020-05-02,2400
广西,2020-05-03,2400
广西,2020-05-04,2400
广西,2020-05-05,2400
广西,2020-05-06,2400
广西,2020-05-07,2400
广西,2020-05-08,2400
广西,2020-05-09,2400
广西,2020-05-10,2400
广西,2020-05-11,2400
广西,2020-05-12,2400
广西,2020-05-13,2400
广西,2020-05-14,2400
广西,2020-05-15,2400
广西,2020-05-16,2400
广西,2020-05-17,2400
广西,2020-05-18,2400
广西,2020-05-19,2400
广西,2020-05-20,2400
广西,2020-05-21,2400
广西,2020-05-22,2400
广西,2020-05-23,2400
广西,2020-05-24,2400
广西,2020-05-25,2400
广西,2020-05-26,2400
广西,2020-05-27,2400
广西,2020-05-28,2400
广西,2020-05-29,2400
广西,2020-05-30,2400
广西,2020-05-31,2400
广西,2020-06-01,2400
广西,2020-06-02,2400
广西,2020-06-03,2400
广西,2020-06-04,2400
广西,2020-06-05,2400
广西,2020-06-06,2400
广西,2020-06-07,2400
广西,2020-06-08,2400
广西,2020-06-09,2400
广西,2020-06-10,2400
广西,2020-06-11,2400
广西,2020-06-12,2400
广西,2020-06-13,2400
广西,2020-06-14,2400
广西,2020-06-15,2400
广西,2020-06-16,2400
广西,2020-06-17,2400
广西,2020-06-18,2400
广西,2020-06-19,2400
广西,2020-06-20,2400
广西,2020-06-21,2400
广西,2020-06-22,2400
广西,2020-06-23,2400
广西,2020-06-24,2400
广西,2020-06-25,2400
广西,2020-06-26,2400
广西,2020-06-27,2400
广西,2020-06-28,2400
广西,2020-06-29,2400
广西,2020-06-30,2400
新疆,2020-01-23,2
新疆,2020-01-24,3
新疆,2020-01-25,27
新疆,2020-01-26,28
新疆,2020-01-27,185
新疆,2020-01-28,188
新疆,2020-01-29,189
新疆,2020-01-30,267
新疆,2020-01-31,310
新疆,2020-02-01,313
新疆,2020-02-02,316
新疆,2020-02-03,442
新疆,2020-02-04,445
新疆,2020-02-05,517
新疆,2020-02-06,520
新疆,2020-02-07,575
新疆,2020-02-08,578
新疆,2020-02-09,637
新疆,2020-02-10,643
新疆,2020-02-11,644
新疆,2020-02-12,650
新疆,2020-02-13,650
新疆,2020-02-14,658
新疆,2020-02-15,654
新疆,2020-02-16,662
新疆,2020-02-17,664
新疆,2020-02-18,662
新疆,2020-02-19,658
新疆,2020-02-20,662
新疆,2020-02-21,661
新疆,2020-02-22,663
新疆,2020-02-23,661
新疆,2020-02-24,662
新疆,2020-02-25,664
新疆,2020-02-26,660
新疆,2020-02-27,654
新疆,2020-02-28,655
新疆,2020-02-29,654
新疆,2020-03-01,662
新疆,2020-03-02,661
新疆,2020-03-03,663
新疆,2020-03-04,663
新疆,2020-03-05,663
新疆,2020-03-06,663
新疆,2020-03-07,663
新疆,2020-03-08,663
新疆,2020-03-09,664
新疆,2020-03-10,664
新疆,2020-03-11,664
新疆,2020-03-12,664
新疆,2020-03-13,664
新疆,2020-03-14,664
新疆,2020-03-15,664
新疆,2020-03-16,664
新疆,2020-03-17,664
新疆,2020-03-18,664
新疆,2020-03-19,664
新疆,2020-03-20,664
新疆,2020-03-21,664
新疆,2020-03-22,664
新疆,2020-03-23,664
新疆,2020-03-24,664
新疆,2020-03-25,664
新疆,2020-03-26,664
新疆,2020-03-27,664
新疆,2020-03-28,664
新疆,2020-03-29,664
新疆,2020-03-30,664
新疆,2020-03-31,664
新疆,2020-04-01,664
新疆,2020-04-02,664
新疆,2020-04-03,664
新疆,2020-04-04,664
新疆,2020-04-05,664
新疆,2020-04-06,664
新疆,2020-04-07,664
新疆,2020-04-08,664
新疆,2020-04-09,664
新疆,2020-04-10,664
新疆,2020-04-11,664
新疆,2020-04-12,664
新疆,2020-04-13,664
新疆,2020-04-14,664
新疆,2020-04-15,664
新疆,2020-04-16,664
新疆,2020-04-17,664
新疆,2020-04-18,664
新疆,2020-04-19,664
新疆,2020-04-20,664
新疆,2020-04-21,664
新疆,2020-04-22,664
新疆,2020-04-23,664
新疆,2020-04-24,664
新疆,2020-04-25,664
新疆,2020-04-26,664
新疆,2020-04-27,664
新疆,2020-04-28,664
新疆,2020-04-29,664
新疆,2020-04-30,664
新疆,2020-05-01,664
新疆,2020-05-02,664
新疆,2020-05-03,664
新疆,2020-05-04,664
新疆,2020-05-05,664
新疆,2020-05-06,664
新疆,2020-05-07,664
新疆,2020-05-08,664
新疆,2020-05-09,664
新疆,2020-05-10,664
新疆,2020-05-11,664
新疆,2020-05-12,664
新疆,2020-05-13,664
新疆,2020-05-14,664
新疆,2020-05-15,664
新疆,2020-05-16,664
新疆,2020-05-17,664
新疆,2020-05-18,664
新疆,2020-05-19,664
新疆,2020-05-20,664
新疆,2020-05-21,664
新疆,2020-05-22,664
新疆,2020-05-23,664
新疆,2020-05-24,664
新疆,2020-05-25,664
新疆,2020-05-26,664
新疆,2020-05-27,664
新疆,2020-05-28,664
新疆,2020-05-29,664
新疆,2020-05-30,664
新疆,2020-05-31,664
新疆,2020-06-01,664
新疆,2020-06-02,664
新疆,2020-06-03,664
新疆,2020-06-04,664
新疆,2020-06-05,664
新疆,2020-06-06,664
新疆,2020-06-07,664
新疆,2020-06-08,664
新疆,2020-06-09,664
新疆,2020-06-10,664
新疆,2020-06-11,664
新疆,2020-06-12,664
新疆,2020-06-13,664
新疆,2020-06-14,664
新疆,2020-06-15,664
新疆,2020-06-16,664
新疆,2020-06-17,664
新疆,2020-06-18,664
新疆,2020-06-19,664
新疆,2020-06-20,664
新疆,2020-06-21,664
新疆,2020-06-22,664
新疆,2020-06-23,664
新疆,2020-06-24,664
新疆,2020-06-25,664
新疆,2020-06-26,664
新疆,2020-06-27,664
新疆,2020-06-28,664
新疆,2020-06-29,664
新疆,2020-06-30,664
江苏,2020-01-22,507
江苏,2020-01-23,1776
江苏,2020-01-24,2542
江苏,2020-01-25,3345
江苏,2020-01-26,4199
江苏,2020-01-27,4222
江苏,2020-01-28,4251
江苏,2020-01-29,4281
江苏,2020-01-30,4319
江苏,2020-01-31,4351
江苏,2020-02-01,4387
江苏,2020-02-02,4422
江苏,2020-02-03,4459
江苏,2020-02-04,4488
江苏,2020-02-05,4512
江苏,2020-02-06,4548
江苏,2020-02-07,4586
江苏,2020-02-08,4612
江苏,2020-02-09,4623
江苏,2020-02-10,4655
江苏,2020-02-11,4685
江苏,2020-02-12,4685
江苏,2020-02-13,4739
江苏,2020-02-14,4733
江苏,2020-02-15,4739
江苏,2020-02-16,4742
江苏,2020-02-17,4744
江苏,2020-02-18,4750
江苏,2020-02-19,4754
江苏,2020-02-20,4756
江苏,2020-02-21,4748
江苏,2020-02-22,4759
江苏,2020-02-23,4767
江苏,2020-02-24,4752
江苏,2020-02-25,4778
江苏,2020-02-26,4752
江苏,2020-02-27,4771
江苏,2020-02-28,4770
江苏,2020-02-29,4773
江苏,2020-03-01,4776
江苏,2020-03-02,4764
江苏,2020-03-03,4773
江苏,2020-03-04,4768
江苏,2020-03-05,4775
江苏,2020-03-06,4770
江苏,2020-03-07,4774
江苏,2020-03-08,4775
江苏,2020-03-09,4779
江苏,2020-03-10,4778
江苏,2020-03-11,4782
江苏,2020-03-12,4781
江苏,2020-03-13,4783
江苏,2020-03-14,4783
江苏,2020-03-15,4783
江苏,2020-03-16,4783
江苏,2020-03-17,4783
江苏,2020-03-18,4783
江苏,2020-03-19,4783
江苏,2020-03-20,4783
江苏,2020-03-21,5139
江苏,2020-03-22,5139
江苏,2020-03-23,5142
江苏,2020-03-24,5144
江苏,2020-03-25,5146
江苏,2020-03-26,5147
江苏,2020-03-27,5147
江苏,2020-03-28,5150
江苏,2020-03-29,5151
江苏,2020-03-30,5152
江苏,2020-03-31,5152
江苏,2020-04-01,5153
江苏,2020-04-02,5156
江苏,2020-04-03,5157
江苏,2020-04-04,5156
江苏,2020-04-05,5157
江苏,2020-04-06,5157
江苏,2020-04-07,5157
江苏,2020-04-08,5157
江苏,2020-04-09,5156
江苏,2020-04-10,5156
江苏,2020-04-11,5157
江苏,2020-04-12,5159
江苏,2020-04-13,5156
江苏,2020-04-14,5158
江苏,2020-04-15,5159
江苏,2020-04-16,5158
江苏,2020-04-17,5159
江苏,2020-04-18,5159
江苏,2020-04-19,5159
江苏,2020-04-20,5158
江苏,2020-04-21,5158
江苏,2020-04-22,5159
江苏,2020-04-23,5158
江苏,2020-04-24,5159
江苏,2020-04-25,5159
江苏,2020-04-26,5159
江苏,2020-04-27,5159
江苏,2020-04-28,5158
江苏,2020-04-29,5158
江苏,2020-04-30,5157
江苏,2020-05-01,5159
江苏,2020-05-02,5159
江苏,2020-05-03,5159
江苏,2020-05-04,5159
江苏,2020-05-05,5159
江苏,2020-05-06,5158
江苏,2020-05-07,5158
江苏,2020-05-08,5159
江苏,2020-05-09,5159
江苏,2020-05-10,5158
江苏,2020-05-11,5159
江苏,2020-05-12,5159
江苏,2020-05-13,5159
江苏,2020-05-14,5159
江苏,2020-05-15,5159
江苏,2020-05-16,5159
江苏,2020-05-17,5159
江苏,2020-05-18,5159
江苏,2020-05-19,5159
江苏,2020-05-20,5159
江苏,2020-05-21,5159
江苏,2020-05-22,5159
江苏,2020-05-23,5159
江苏,2020-05-24,5159
江苏,2020-05-25,5159
江苏,2020-05-26,5159
江苏,2020-05-27,5159
江苏,2020-05-28,5159
江苏,2020-05-29,5159
江苏,2020-05-30,5159
江苏,2020-05-31,5159
江苏,2020-06-01,5159
江苏,2020-06-02,5159
江苏,2020-06-03,5159
江苏,2020-06-04,5159
江苏,2020-06-05,5159
江苏,2020-06-06,5159
江苏,2020-06-07,5159
江苏,2020-06-08,5159
江苏,2020-06-09,5159
江苏,2020-06-10,5159
江苏,2020-06-11,5159
江苏,2020-06-12,5159
江苏,2020-06-13,5159
江苏,2020-06-14,5159
江苏,2020-06-15,5159
江苏,2020-06-16,5159
江苏,2020-06-17,5159
江苏,2020-06-18,5159
江苏,2020-06-19,5159
江苏,2020-06-20,5159
江苏,2020-06-21,5159
江苏,2020-06-22,5159
江苏,2020-06-23,5159
江苏,2020-06-24,5159
江苏,2020-06-25,5159
江苏,2020-06-26,5159
江苏,2020-06-27,5159
江苏,2020-06-28,5159
江苏,2020-06-29,5159
江苏,2020-06-30,5159
江西,2020-01-21,1410
江西,2020-01-22,1652
江西,2020-01-23,2921
江西,2020-01-24,5068
江西,2020-01-25,5086
江西,2020-01-26,5098
江西,2020-01-27,6039
江西,2020-01-28,6077
江西,2020-01-29,6131
江西,2020-01-30,6205
江西,2020-01-31,6253
江西,2020-02-01,6301
江西,2020-02-02,6352
江西,2020-02-03,6444
江西,2020-02-04,6509
江西,2020-02-05,6559
江西,2020-02-06,6622
江西,2020-02-07,6657
江西,2020-02-08,6691
江西,2020-02-09,6709
江西,2020-02-10,6748
江西,2020-02-11,6788
江西,2020-02-12,6823
江西,2020-02-13,6852
江西,2020-02-14,6859
江西,2020-02-15,6865
江西,2020-02-16,7782
江西,2020-02-17,7786
江西,2020-02-18,7768
江西,2020-02-19,7751
江西,2020-02-20,7764
江西,2020-02-21,7766
江西,2020-02-22,7754
江西,2020-02-23,7787
江西,2020-02-24,7783
江西,2020-02-25,7784
江西,2020-02-26,7786
江西,2020-02-27,7786
江西,2020-02-28,7801
江西,2020-02-29,7802
江西,2020-03-01,7803
江西,2020-03-02,7802
江西,2020-03-03,7808
江西,2020-03-04,7805
江西,2020-03-05,7815
江西,2020-03-06,7814
江西,2020-03-07,7820
江西,2020-03-08,7817
江西,2020-03-09,7818
江西,2020-03-10,7817
江西,2020-03-11,7820
江西,2020-03-12,7822
江西,2020-03-13,7822
江西,2020-03-14,7822
江西,2020-03-15,7822
江西,2020-03-16,7822
江西,2020-03-17,7822
江西,2020-03-18,7822
江西,2020-03-19,7822
江西,2020-03-20,7822
江西,2020-03-21,8630
江西,2020-03-22,8630
江西,2020-03-23,8630
江西,2020-03-24,8630
江西,2020-03-25,8630
江西,2020-03-26,8630
江西,2020-03-27,8630
江西,2020-03-28,8631
江西,2020-03-29,8630
江西,2020-03-30,8631
江西,2020-03-31,8631
江西,2020-04-01,8631
江西,2020-04-02,8631
江西,2020-04-03,8631
江西,2020-04-04,8631
江西,2020-04-05,8631
江西,2020-04-06,8631
江西,2020-04-07,8631
江西,2020-04-08,8631
江西,2020-04-09,8630
江西,2020-04-10,8631
江西,2020-04-11,8631
江西,2020-04-12,8631
江西,2020-04-13,8631
江西,2020-04-14,8631
江西,2020-04-15,8631
江西,2020-04-16,8631
江西,2020-04-17,8631
江西,2020-04-18,8631
江西,2020-04-19,8631
江西,2020-04-20,8631
江西,2020-04-21,8631
江西,2020-04-22,8631
江西,2020-04-23,8631
江西,2020-04-24,8631
江西,2020-04-25,8631
江西,2020-04-26,8631
江西,2020-04-27,8631
江西,2020-04-28,8631
江西,2020-04-29,8631
江西,2020-04-30,8631
江西,2020-05-01,8631
江西,2020-05-02,8631
江西,2020-05-03,8631
江西,2020-05-04,8631
江西,2020-05-05,8631
江西,2020-05-06,8631
江西,2020-05-07,8631
江西,2020-05-08,8631
江西,2020-05-09,8631
江西,2020-05-10,8631
江西,2020-05-11,8631
江西,2020-05-12,8631
江西,2020-05-13,8631
江西,2020-05-14,8631
江西,2020-05-15,8631
江西,2020-05-16,8631
江西,2020-05-17,8631
江西,2020-05-18,8631
江西,2020-05-19,8631
江西,2020-05-20,8631
江西,2020-05-21,8631
江西,2020-05-22,8631
江西,2020-05-23,8631
江西,2020-05-24,8631
江西,2020-05-25,8631
江西,2020-05-26,8631
江西,2020-05-27,8631
江西,2020-05-28,8631
江西,2020-05-29,8631
江西,2020-05-30,8631
江西,2020-05-31,8631
江西,2020-06-01,8631
江西,2020-06-02,8631
江西,2020-06-03,8631
江西,2020-06-04,8631
江西,2020-06-05,8631
江西,2020-06-06,8631
江西,2020-06-07,8631
江西,2020-06-08,8631
江西,2020-06-09,8631
江西,2020-06-10,8631
江西,2020-06-11,8631
江西,2020-06-12,8631
江西,2020-06-13,8631
江西,2020-06-14,8631
江西,2020-06-15,8631
江西,2020-06-16,8631
江西,2020-06-17,8631
江西,2020-06-18,8631
江西,2020-06-19,8631
江西,2020-06-20,8631
江西,2020-06-21,8631
江西,2020-06-22,8631
江西,2020-06-23,8631
江西,2020-06-24,8631
江西,2020-06-25,8631
江西,2020-06-26,8631
江西,2020-06-27,8631
江西,2020-06-28,8631
江西,2020-06-29,8631
江西,2020-06-30,8631
河北,2020-01-22,248
河北,2020-01-23,436
河北,2020-01-24,624
河北,2020-01-25,946
河北,2020-01-26,1351
河北,2020-01-27,1700
河北,2020-01-28,1853
河北,2020-01-29,1870
河北,2020-01-30,1887
河北,2020-01-31,2177
河北,2020-02-01,2182
河北,2020-02-02,2194
河北,2020-02-03,2207
河北,2020-02-04,2215
河北,2020-02-05,2235
河北,2020-02-06,2243
河北,2020-02-07,2267
河北,2020-02-08,2281
河北,2020-02-09,2294
河北,2020-02-10,2314
河北,2020-02-11,2325
河北,2020-02-12,2339
河北,2020-02-13,2349
河北,2020-02-14,2355
河北,2020-02-15,2367
河北,2020-02-16,2372
河北,2020-02-17,2368
河北,2020-02-18,2374
河北,2020-02-19,2372
河北,2020-02-20,2371
河北,2020-02-21,2375
河北,2020-02-22,2372
河北,2020-02-23,2375
河北,2020-02-24,2372
河北,2020-02-25,2386
河北,2020-02-26,2385
河北,2020-02-27,2386
河北,2020-02-28,2396
河北,2020-02-29,2393
河北,2020-03-01,2388
河北,2020-03-02,2396
河北,2020-03-03,2396
河北,2020-03-04,2398
河北,2020-03-05,2396
河北,2020-03-06,2398
河北,2020-03-07,2397
河北,2020-03-08,2399
河北,2020-03-09,2399
河北,2020-03-10,2399
河北,2020-03-11,2399
河北,2020-03-12,2396
河北,2020-03-13,2399
河北,2020-03-14,2399
河北,2020-03-15,2399
河北,2020-03-16,2399
河北,2020-03-17,2399
河北,2020-03-18,2399
河北,2020-03-19,2399
河北,2020-03-20,2399
河北,2020-03-21,2637
河北,2020-03-22,2637
河北,2020-03-23,2637
河北,2020-03-24,2637
河北,2020-03-25,2637
河北,2020-03-26,2637
河北,2020-03-27,2637
河北,2020-03-28,2637
河北,2020-03-29,2639
河北,2020-03-30,2639
河北,2020-03-31,2641
河北,2020-04-01,2643
河北,2020-04-02,2644
河北,2020-04-03,2644
河北,2020-04-04,2645
河北,2020-04-05,2645
河北,2020-04-06,2645
河北,2020-04-07,2643
河北,2020-04-08,2644
河北,2020-04-09,2645
河北,2020-04-10,2645
河北,2020-04-11,2645
河北,2020-04-12,2645
河北,2020-04-13,2645
河北,2020-04-14,2645
河北,2020-04-15,2645
河北,2020-04-16,2646
河北,2020-04-17,2646
河北,2020-04-18,2646
河北,2020-04-19,2645
河北,2020-04-20,2646
河北,2020-04-21,2646
河北,2020-04-22,2646
河北,2020-04-23,2646
河北,2020-04-24,2645
河北,2020-04-25,2646
河北,2020-04-26,2646
河北,2020-04-27,2646
河北,2020-04-28,2646
河北,2020-04-29,2646
河北,2020-04-30,2646
河北,2020-05-01,2646
河北,2020-05-02,2646
河北,2020-05-03,2646
河北,2020-05-04,2644
河北,2020-05-05,2646
河北,2020-05-06,2646
河北,2020-05-07,2646
河北,2020-05-08,2646
河北,2020-05-09,2645
河北,2020-05-10,2646
河北,2020-05-11,2646
河北,2020-05-12,2646
河北,2020-05-13,2646
河北,2020-05-14,2646
河北,2020-05-15,2646
河北,2020-05-16,2646
河北,2020-05-17,2645
河北,2020-05-18,2646
河北,2020-05-19,2646
河北,2020-05-20,2646
河北,2020-05-21,2646
河北,2020-05-22,2646
河北,2020-05-23,2646
河北,2020-05-24,2646
河北,2020-05-25,2646
河北,2020-05-26,2646
河北,2020-05-27,2646
河北,2020-05-28,2646
河北,2020-05-29,2646
河北,2020-05-30,2646
河北,2020-05-31,2646
河北,2020-06-01,2646
河北,2020-06-02,2646
河北,2020-06-03,2646
河北,2020-06-04,2646
河北,2020-06-05,2646
河北,2020-06-06,2646
河北,2020-06-07,2646
河北,2020-06-08,2646
河北,2020-06-09,2646
河北,2020-06-10,2646
河北,2020-06-11,2646
河北,2020-06-12,2646
河北,2020-06-13,2646
河北,2020-06-14,2646
河北,2020-06-15,2650
河北,2020-06-16,2651
河北,2020-06-17,2653
河北,2020-06-18,2655
河北,2020-06-19,2656
河北,2020-06-20,2659
河北,2020-06-21,2661
河北,2020-06-22,2661
河北,2020-06-23,2663
河北,2020-06-24,2664
河北,2020-06-25,2663
河北,2020-06-26,2665
河北,2020-06-27,2664
河北,2020-06-28,2662
河北,2020-06-29,2664
河北,2020-06-30,2665
河南,2020-01-21,962
河南,2020-01-22,1767
河南,2020-01-23,2215
河南,2020-01-24,5039
河南,2020-01-25,6530
河南,2020-01-26,9987
河南,2020-01-27,10917
河南,2020-01-28,11826
河南,2020-01-29,11899
河南,2020-01-30,11973
河南,2020-01-31,12042
河南,2020-02-01,12113
河南,2020-02-02,13011
河南,2020-02-03,13127
河南,2020-02-04,13208
河南,2020-02-05,13296
河南,2020-02-06,13353
河南,2020-02-07,13426
河南,2020-02-08,13461
河南,2020-02-09,13505
河南,2020-02-10,13536
河南,2020-02-11,13578
河南,2020-02-12,13601
河南,2020-02-13,13622
河南,2020-02-14,13643
河南,2020-02-15,13669
河南,2020-02-16,13673
河南,2020-02-17,13662
河南,2020-02-18,13692
河南,2020-02-19,13635
河南,2020-02-20,13657
河南,2020-02-21,13703
河南,2020-02-22,13681
河南,2020-02-23,13679
河南,2020-02-24,13663
河南,2020-02-25,13706
河南,2020-02-26,13700
河南,2020-02-27,13699
河南,2020-02-28,13690
河南,2020-02-29,13715
河南,2020-03-01,13718
河南,2020-03-02,13720
河南,2020-03-03,13725
河南,2020-03-04,13722
河南,2020-03-05,13726
河南,2020-03-06,13723
河南,2020-03-07,13723
河南,2020-03-08,13723
河南,2020-03-09,13724
河南,2020-03-10,13709
河南,2020-03-11,14519
河南,2020-03-12,14519
河南,2020-03-13,14521
河南,2020-03-14,14516
河南,2020-03-15,14524
河南,2020-03-16,14521
河南,2020-03-17,14529
河南,2020-03-18,14529
河南,2020-03-19,14529
河南,2020-03-20,14524
河南,2020-03-21,14522
河南,2020-03-22,14530
河南,2020-03-23,14530
河南,2020-03-24,14530
河南,2020-03-25,14531
河南,2020-03-26,14523
河南,2020-03-27,14530
河南,2020-03-28,14532
河南,2020-03-29,14532
河南,2020-03-30,14532
河南,2020-03-31,14532
河南,2020-04-01,14526
河南,2020-04-02,14532
河南,2020-04-03,14527
河南,2020-04-04,14532
河南,2020-04-05,14531
河南,2020-04-06,14532
河南,2020-04-07,14532
河南,2020-04-08,14532
河南,2020-04-09,14532
河南,2020-04-10,14527
河南,2020-04-11,14531
河南,2020-04-12,14532
河南,2020-04-13,14532
河南,2020-04-14,14532
河南,2020-04-15,14532
河南,2020-04-16,14532
河南,2020-04-17,14532
河南,2020-04-18,14532
河南,2020-04-19,14532
河南,2020-04-20,14532
河南,2020-04-21,14532
河南,2020-04-22,14532
河南,2020-04-23,14532
河南,2020-04-24,14532
河南,2020-04-25,14532
河南,2020-04-26,14532
河南,2020-04-27,14532
河南,2020-04-28,14532
河南,2020-04-29,14532
河南,2020-04-30,14532
河南,2020-05-01,14532
河南,2020-05-02,14532
河南,2020-05-03,14532
河南,2020-05-04,14532
河南,2020-05-05,14532
河南,2020-05-06,14532
河南,2020-05-07,14532
河南,2020-05-08,14532
河南,2020-05-09,14532
河南,2020-05-10,14532
河南,2020-05-11,14532
河南,2020-05-12,14532
河南,2020-05-13,14532
河南,2020-05-14,14532
河南,2020-05-15,14532
河南,2020-05-16,14532
河南,2020-05-17,14532
河南,2020-05-18,14532
河南,2020-05-19,14532
河南,2020-05-20,14532
河南,2020-05-21,14532
河南,2020-05-22,14532
河南,2020-05-23,14532
河南,2020-05-24,14532
河南,2020-05-25,14532
河南,2020-05-26,14532
河南,2020-05-27,14532
河南,2020-05-28,14532
河南,2020-05-29,14532
河南,2020-05-30,14532
河南,2020-05-31,14532
河南,2020-06-01,14532
河南,2020-06-02,14532
河南,2020-06-03,14532
河南,2020-06-04,14532
河南,2020-06-05,14532
河南,2020-06-06,14532
河南,2020-06-07,14532
河南,2020-06-08,14532
河南,2020-06-09,14532
河南,2020-06-10,14532
河南,2020-06-11,14532
河南,2020-06-12,14532
河南,2020-06-13,14532
河南,2020-06-14,14532
河南,2020-06-15,14532
河南,2020-06-16,14532
河南,2020-06-17,14532
河南,2020-06-18,14532
河南,2020-06-19,14532
河南,2020-06-20,14532
河南,2020-06-21,14532
河南,2020-06-22,14532
河南,2020-06-23,14532
河南,2020-06-24,14532
河南,2020-06-25,14532
河南,2020-06-26,14532
河南,2020-06-27,14532
河南,2020-06-28,14532
河南,2020-06-29,14532
河南,2020-06-30,14532
浙江,2020-01-20,2223
浙江,2020-01-21,2438
浙江,2020-01-22,6031
浙江,2020-01-23,6212
浙江,2020-01-24,6231
浙江,2020-01-25,7416
浙江,2020-01-26,7440
浙江,2020-01-27,7485
浙江,2020-01-28,7606
浙江,2020-01-29,7739
浙江,2020-01-30,7844
浙江,2020-01-31,7905
浙江,2020-02-01,7965
浙江,2020-02-02,8023
浙江,2020-02-03,8127
浙江,2020-02-04,8190
浙江,2020-02-05,8241
浙江,2020-02-06,8294
浙江,2020-02-07,8321
浙江,2020-02-08,8329
浙江,2020-02-09,8375
浙江,2020-02-10,8372
浙江,2020-02-11,8408
浙江,2020-02-12,8402
浙江,2020-02-13,8420
浙江,2020-02-14,8425
浙江,2020-02-15,8444
浙江,2020-02-16,8443
浙江,2020-02-17,8433
浙江,2020-02-18,8448
浙江,2020-02-19,8415
浙江,2020-02-20,9079
浙江,2020-02-21,9073
浙江,2020-02-22,9085
浙江,2020-02-23,9084
浙江,2020-02-24,9091
浙江,2020-02-25,9100
浙江,2020-02-26,9053
浙江,2020-02-27,9058
浙江,2020-02-28,9076
浙江,2020-02-29,9080
浙江,2020-03-01,9651
浙江,2020-03-02,9655
浙江,2020-03-03,9665
浙江,2020-03-04,9665
浙江,2020-03-05,9665
浙江,2020-03-06,9680
浙江,2020-03-07,9680
浙江,2020-03-08,9675
浙江,2020-03-09,9680
浙江,2020-03-10,9673
浙江,2020-03-11,9684
浙江,2020-03-12,9688
浙江,2020-03-13,9698
浙江,2020-03-14,9704
浙江,2020-03-15,9702
浙江,2020-03-16,9702
浙江,2020-03-17,9705
浙江,2020-03-18,9705
浙江,2020-03-19,9705
浙江,2020-03-20,9709
浙江,2020-03-21,9710
浙江,2020-03-22,9709
浙江,2020-03-23,9713
浙江,2020-03-24,9714
浙江,2020-03-25,9715
浙江,2020-03-26,9720
浙江,2020-03-27,9721
浙江,2020-03-28,9727
浙江,2020-03-29,9728
浙江,2020-03-30,9729
浙江,2020-03-31,9730
浙江,2020-04-01,9729
浙江,2020-04-02,9733
浙江,2020-04-03,9734
