省份,日期,新增确诊人数,新增治愈人数,新增死亡人数,累计确诊人数,累计治愈人数,累计死亡人数
江西,2020-04-24,0,0,0,8631,8628,3
江西,2020-04-25,0,0,0,8631,8628,3
江西,2020-04-26,0,0,0,8631,8628,3
江西,2020-04-27,0,0,0,8631,8628,3
江西,2020-04-28,0,0,0,8631,8628,3
江西,2020-04-29,0,0,0,8631,8628,3
江西,2020-04-30,0,0,0,8631,8628,3
江西,2020-05-01,0,0,0,8631,8628,3
江西,2020-05-02,0,0,0,8631,8628,3
江西,2020-05-03,0,0,0,8631,8628,3
江西,2020-05-04,0,0,0,8631,8628,3
江西,2020-05-05,0,0,0,8631,8628,3
江西,2020-05-06,0,0,0,8631,8628,3
江西,2020-05-07,0,0,0,8631,8628,3
江西,2020-05-08,0,0,0,8631,8628,3
江西,2020-05-09,0,0,0,8631,8628,3
江西,2020-05-10,0,0,0,8631,8628,3
江西,2020-05-11,0,0,0,8631,8628,3
江西,2020-05-12,0,0,0,8631,8628,3
江西,2020-05-13,0,0,0,8631,8628,3
江西,2020-05-14,0,0,0,8631,8628,3
江西,2020-05-15,0,0,0,8631,8628,3
江西,2020-05-16,0,0,0,8631,8628,3
江西,2020-05-17,0,0,0,8631,8628,3
江西,2020-05-18,0,0,0,8631,8628,3
江西,2020-05-19,0,0,0,8631,8628,3
江西,2020-05-20,0,0,0,8631,8628,3
江西,2020-05-21,0,0,0,8631,8628,3
江西,2020-05-22,0,0,0,8631,8628,3
江西,2020-05-23,0,0,0,8631,8628,3
江西,2020-05-24,0,0,0,8631,8628,3
江西,2020-05-25,0,0,0,8631,8628,3
江西,2020-05-26,0,0,0,8631,8628,3
江西,2020-05-27,0,0,0,8631,8628,3
江西,2020-05-28,0,0,0,8631,8628,3
江西,2020-05-29,0,0,0,8631,8628,3
江西,2020-05-30,0,0,0,8631,8628,3
江西,2020-05-31,0,0,0,8631,8628,3
江西,2020-06-01,0,0,0,8631,8628,3
江西,2020-06-02,0,0,0,8631,8628,3
江西,2020-06-03,0,0,0,8631,8628,3
江西,2020-06-04,0,0,0,8631,8628,3
江西,2020-06-05,0,0,0,8631,8628,3
江西,2020-06-06,0,0,0,8631,8628,3
江西,2020-06-07,0,0,0,8631,8628,3
江西,2020-06-08,0,0,0,8631,8628,3
江西,2020-06-09,0,0,0,8631,8628,3
江西,2020-06-10,0,0,0,8631,8628,3
江西,2020-06-11,0,0,0,8631,8628,3
江西,2020-06-12,0,0,0,8631,8628,3
江西,2020-06-13,0,0,0,8631,8628,3
江西,2020-06-14,0,0,0,8631,8628,3
江西,2020-06-15,0,0,0,8631,8628,3
江西,2020-06-16,0,0,0,8631,8628,3
江西,2020-06-17,0,0,0,8631,8628,3
江西,2020-06-18,0,0,0,8631,8628,3
江西,2020-06-19,0,0,0,8631,8628,3
江西,2020-06-20,0,0,0,8631,8628,3
江西,2020-06-21,0,0,0,8631,8628,3
江西,2020-06-22,0,0,0,8631,8628,3
江西,2020-06-23,0,0,0,8631,8628,3
江西,2020-06-24,0,0,0,8631,8628,3
江西,2020-06-25,0,0,0,8631,8628,3
江西,2020-06-26,0,0,0,8631,8628,3
江西,2020-06-27,0,0,0,8631,8628,3
江西,2020-06-28,0,0,0,8631,8628,3
江西,2020-06-29,0,0,0,8631,8628,3
江西,2020-06-30,0,0,0,8631,8628,3
河北,2020-01-22,1,0,0,248,236,4
河北,2020-01-23,1,0,1,437,417,6
河北,2020-01-24,6,0,0,624,591,7
河北,2020-01-25,5,0,0,946,895,13
河北,2020-01-26,5,0,0,1351,1280,19
河北,2020-01-27,15,0,0,1700,1602,24
河北,2020-01-28,15,0,0,1853,1735,25
河北,2020-01-29,17,0,0,1870,1735,25
河北,2020-01-30,17,0,0,1887,1735,25
河北,2020-01-31,14,0,0,2177,2000,29
河北,2020-02-01,8,3,0,2185,2003,29
河北,2020-02-02,9,0,0,2194,2003,29
河北,2020-02-03,13,0,0,2207,2003,29
河北,2020-02-04,9,1,0,2216,2004,29
河北,2020-02-05,22,3,0,2238,2007,29
河北,2020-02-06,14,9,0,2252,2016,29
河北,2020-02-07,24,9,0,2276,2025,29
河北,2020-02-08,11,5,1,2287,2030,30
河北,2020-02-09,12,5,0,2299,2035,30
河北,2020-02-10,21,6,0,2320,2041,30
河北,2020-02-11,12,7,0,2332,2048,30
河北,2020-02-12,14,6,1,2346,2054,31
河北,2020-02-13,18,15,0,2364,2069,31
河北,2020-02-14,8,17,0,2372,2086,31
河北,2020-02-15,9,14,0,2381,2100,31
河北,2020-02-16,1,9,1,2382,2109,32
河北,2020-02-17,1,14,1,2383,2123,33
河北,2020-02-18,4,13,0,2387,2136,33
河北,2020-02-19,1,16,0,2388,2152,33
河北,2020-02-20,1,18,0,2389,2170,33
河北,2020-02-21,1,14,1,2390,2184,34
河北,2020-02-22,2,20,0,2392,2204,34
河北,2020-02-23,0,17,0,2392,2221,34
河北,2020-02-24,0,20,0,2392,2241,34
河北,2020-02-25,1,7,0,2393,2248,34
河北,2020-02-26,5,13,0,2398,2261,34
河北,2020-02-27,1,13,0,2399,2274,34
河北,2020-02-28,0,3,0,2399,2277,34
河北,2020-02-29,0,6,0,2399,2283,34
河北,2020-03-01,0,11,0,2399,2294,34
河北,2020-03-02,0,3,0,2399,2297,34
河北,2020-03-03,0,3,0,2399,2300,34
河北,2020-03-04,0,1,0,2399,2301,34
河北,2020-03-05,0,3,0,2399,2304,34
河北,2020-03-06,0,1,0,2399,2305,34
河北,2020-03-07,0,2,0,2399,2307,34
河北,2020-03-08,0,0,0,2399,2307,34
河北,2020-03-09,0,0,0,2399,2307,34
河北,2020-03-10,0,0,0,2399,2307,34
河北,2020-03-11,0,0,0,2399,2307,34
河北,2020-03-12,0,3,0,2399,2310,34
河北,2020-03-13,0,0,0,2399,2310,34
河北,2020-03-14,0,0,0,2399,2310,34
河北,2020-03-15,0,0,0,2399,2310,34
河北,2020-03-16,0,0,0,2399,2310,34
河北,2020-03-17,0,0,0,2399,2310,34
河北,2020-03-18,0,0,0,2399,2310,34
河北,2020-03-19,0,0,0,2399,2310,34
河北,2020-03-20,0,0,0,2399,2310,34
河北,2020-03-21,1,0,0,2637,2536,38
河北,2020-03-22,0,0,0,2637,2536,38
河北,2020-03-23,0,0,0,2637,2536,38
河北,2020-03-24,0,0,0,2637,2536,38
河北,2020-03-25,0,0,0,2637,2536,38
河北,2020-03-26,0,0,0,2637,2536,38
河北,2020-03-27,0,0,0,2637,2536,38
河北,2020-03-28,0,0,0,2637,2536,38
河北,2020-03-29,2,0,0,2639,2536,38
河北,2020-03-30,0,0,0,2639,2536,38
河北,2020-03-31,2,0,0,2641,2536,38
河北,2020-04-01,2,0,0,2643,2536,38
河北,2020-04-02,1,0,0,2644,2536,38
河北,2020-04-03,0,0,0,2644,2536,38
河北,2020-04-04,1,0,0,2645,2536,38
河北,2020-04-05,0,0,0,2645,2536,38
河北,2020-04-06,0,0,0,2645,2536,38
河北,2020-04-07,0,2,0,2645,2538,38
河北,2020-04-08,0,1,0,2645,2539,38
河北,2020-04-09,0,0,0,2645,2539,38
河北,2020-04-10,0,0,0,2645,2539,38
河北,2020-04-11,0,0,0,2645,2539,38
河北,2020-04-12,0,0,0,2645,2539,38
河北,2020-04-13,0,0,0,2645,2539,38
河北,2020-04-14,0,0,0,2645,2539,38
河北,2020-04-15,1,1,0,2646,2540,38
河北,2020-04-16,0,0,0,2646,2540,38
河北,2020-04-17,0,0,0,2646,2540,38
河北,2020-04-18,0,0,0,2646,2540,38
河北,2020-04-19,0,1,0,2646,2541,38
河北,2020-04-20,0,0,0,2646,2541,38
河北,2020-04-21,0,0,0,2646,2541,38
河北,2020-04-22,0,0,0,2646,2541,38
河北,2020-04-23,0,0,0,2646,2541,38
河北,2020-04-24,0,1,0,2646,2542,38
河北,2020-04-25,0,0,0,2646,2542,38
河北,2020-04-26,0,0,0,2646,2542,38
河北,2020-04-27,0,0,0,2646,2542,38
河北,2020-04-28,0,0,0,2646,2542,38
河北,2020-04-29,0,0,0,2646,2542,38
河北,2020-04-30,0,0,0,2646,2542,38
河北,2020-05-01,0,0,0,2646,2542,38
河北,2020-05-02,0,0,0,2646,2542,38
河北,2020-05-03,0,0,0,2646,2542,38
河北,2020-05-04,0,2,0,2646,2544,38
河北,2020-05-05,0,0,0,2646,2544,38
河北,2020-05-06,0,0,0,2646,2544,38
河北,2020-05-07,0,0,0,2646,2544,38
河北,2020-05-08,0,0,0,2646,2544,38
河北,2020-05-09,0,1,0,2646,2545,38
河北,2020-05-10,0,0,0,2646,2545,38
河北,2020-05-11,0,0,0,2646,2545,38
河北,2020-05-12,0,0,0,2646,2545,38
河北,2020-05-13,0,0,0,2646,2545,38
河北,2020-05-14,0,0,0,2646,2545,38
河北,2020-05-15,0,0,0,2646,2545,38
河北,2020-05-16,0,0,0,2646,2545,38
河北,2020-05-17,0,1,0,2646,2546,38
河北,2020-05-18,0,0,0,2646,2546,38
河北,2020-05-19,0,0,0,2646,2546,38
河北,2020-05-20,0,0,0,2646,2546,38
河北,2020-05-21,0,0,0,2646,2546,38
河北,2020-05-22,0,0,0,2646,2546,38
河北,2020-05-23,0,0,0,2646,2546,38
河北,2020-05-24,0,0,0,2646,2546,38
河北,2020-05-25,0,0,0,2646,2546,38
河北,2020-05-26,0,0,0,2646,2546,38
河北,2020-05-27,0,0,0,2646,2546,38
河北,2020-05-28,0,0,0,2646,2546,38
河北,2020-05-29,0,0,0,2646,2546,38
河北,2020-05-30,0,0,0,2646,2546,38
河北,2020-05-31,0,0,0,2646,2546,38
河北,2020-06-01,0,0,0,2646,2546,38
河北,2020-06-02,0,0,0,2646,2546,38
河北,2020-06-03,0,0,0,2646,2546,38
河北,2020-06-04,0,0,0,2646,2546,38
河北,2020-06-05,0,0,0,2646,2546,38
河北,2020-06-06,0,0,0,2646,2546,38
河北,2020-06-07,0,0,0,2646,2546,38
河北,2020-06-08,0,0,0,2646,2546,38
河北,2020-06-09,0,0,0,2646,2546,38
河北,2020-06-10,0,0,0,2646,2546,38
河北,2020-06-11,0,0,0,2646,2546,38
河北,2020-06-12,0,0,0,2646,2546,38
河北,2020-06-13,0,0,0,2646,2546,38
河北,2020-06-14,0,0,0,2646,2546,38
河北,2020-06-15,4,0,0,2650,2546,38
河北,2020-06-16,1,0,0,2651,2546,38
河北,2020-06-17,2,0,0,2653,2546,38
河北,2020-06-18,2,0,0,2655,2546,38
河北,2020-06-19,1,0,0,2656,2546,38
河北,2020-06-20,3,0,0,2659,2546,38
河北,2020-06-21,2,0,0,2661,2546,38
河北,2020-06-22,0,0,0,2661,2546,38
河北,2020-06-23,2,0,0,2663,2546,38
河北,2020-06-24,1,0,0,2664,2546,38
河北,2020-06-25,0,1,0,2664,2547,38
河北,2020-06-26,3,2,0,2667,2549,38
河北,2020-06-27,0,3,0,2667,2552,38
河北,2020-06-28,0,5,0,2667,2557,38
河北,2020-06-29,0,3,0,2667,2560,38
河北,2020-06-30,0,2,0,2667,2562,38
河南,2020-01-21,1,0,0,962,631,16
河南,2020-01-22,4,0,0,1767,1152,31
河南,2020-01-23,4,0,0,2215,1413,34
河南,2020-01-24,23,0,0,5039,3244,78
河南,2020-01-25,51,0,1,6531,4133,107
河南,2020-01-26,45,0,0,9987,6291,157
河南,2020-01-27,40,0,0,10917,6883,173
河南,2020-01-28,38,1,1,11828,7471,190
河南,2020-01-29,72,1,0,11900,7472,190
河南,2020-01-30,74,1,0,11974,7473,190
河南,2020-01-31,70,2,0,12044,7475,190
河南,2020-02-01,71,2,0,12115,7477,190
河南,2020-02-02,73,9,0,13020,8037,206
河南,2020-02-03,109,2,0,13129,8039,206
河南,2020-02-04,89,10,0,13218,8049,206
河南,2020-02-05,87,9,0,13305,8058,206
河南,2020-02-06,63,14,1,13368,8072,207
河南,2020-02-07,67,9,0,13435,8081,207
河南,2020-02-08,52,25,1,13487,8106,208
河南,2020-02-09,40,22,0,13527,8128,208
河南,2020-02-10,32,23,0,13559,8151,208
河南,2020-02-11,30,9,2,13589,8160,210
河南,2020-02-12,34,22,0,13623,8182,210
河南,2020-02-13,15,15,1,13638,8197,211
河南,2020-02-14,28,23,0,13666,8220,211
河南,2020-02-15,19,16,0,13685,8236,211
河南,2020-02-16,15,27,0,13700,8263,211
河南,2020-02-17,11,48,1,13711,8311,212
河南,2020-02-18,5,24,0,13716,8335,212
河南,2020-02-19,4,85,0,13720,8420,212
河南,2020-02-20,1,64,0,13721,8484,212
河南,2020-02-21,3,21,0,13724,8505,212
河南,2020-02-22,1,44,0,13725,8549,212
河南,2020-02-23,0,46,0,13725,8595,212
河南,2020-02-24,0,62,0,13725,8657,212
河南,2020-02-25,0,19,0,13725,8676,212
河南,2020-02-26,1,26,0,13726,8702,212
河南,2020-02-27,0,27,0,13726,8729,212
河南,2020-02-28,0,36,0,13726,8765,212
河南,2020-02-29,0,11,0,13726,8776,212
河南,2020-03-01,0,8,0,13726,8784,212
河南,2020-03-02,0,6,0,13726,8790,212
河南,2020-03-03,0,1,0,13726,8791,212
河南,2020-03-04,0,3,1,13726,8794,213
河南,2020-03-05,0,0,0,13726,8794,213
河南,2020-03-06,0,3,0,13726,8797,213
河南,2020-03-07,0,3,0,13726,8800,213
河南,2020-03-08,0,3,0,13726,8803,213
河南,2020-03-09,0,2,0,13726,8805,213
河南,2020-03-10,1,18,0,13727,8823,213
河南,2020-03-11,1,7,0,14526,9348,228
河南,2020-03-12,1,7,1,14527,9355,229
河南,2020-03-13,1,6,1,14528,9361,230
河南,2020-03-14,1,13,0,14529,9374,230
河南,2020-03-15,0,5,0,14529,9379,230
河南,2020-03-16,0,7,1,14529,9386,231
河南,2020-03-17,0,0,0,14529,9386,231
河南,2020-03-18,0,0,0,14529,9386,231
河南,2020-03-19,0,0,0,14529,9386,231
河南,2020-03-20,0,4,1,14529,9390,232
河南,2020-03-21,0,6,1,14529,9396,233
河南,2020-03-22,1,0,0,14530,9396,233
河南,2020-03-23,0,0,0,14530,9396,233
河南,2020-03-24,0,0,0,14530,9396,233
河南,2020-03-25,1,0,0,14531,9396,233
河南,2020-03-26,0,7,1,14531,9403,234
河南,2020-03-27,0,1,0,14531,9404,234
河南,2020-03-28,1,0,0,14532,9404,234
河南,2020-03-29,0,0,0,14532,9404,234
河南,2020-03-30,0,0,0,14532,9404,234
河南,2020-03-31,0,0,0,14532,9404,234
河南,2020-04-01,0,5,1,14532,9409,235
河南,2020-04-02,0,0,0,14532,9409,235
河南,2020-04-03,0,4,1,14532,9413,236
河南,2020-04-04,0,0,0,14532,9413,236
河南,2020-04-05,0,1,0,14532,9414,236
河南,2020-04-06,0,0,0,14532,9414,236
河南,2020-04-07,0,0,0,14532,9414,236
河南,2020-04-08,0,0,0,14532,9414,236
河南,2020-04-09,0,0,0,14532,9414,236
河南,2020-04-10,0,4,1,14532,9418,237
河南,2020-04-11,0,1,0,14532,9419,237
河南,2020-04-12,0,0,0,14532,9419,237
河南,2020-04-13,0,0,0,14532,9419,237
河南,2020-04-14,0,0,0,14532,9419,237
河南,2020-04-15,0,0,0,14532,9419,237
河南,2020-04-16,0,0,0,14532,9419,237
河南,2020-04-17,0,0,0,14532,9419,237
河南,2020-04-18,0,0,0,14532,9419,237
河南,2020-04-19,0,0,0,14532,9419,237
河南,2020-04-20,0,0,0,14532,9419,237
河南,2020-04-21,0,0,0,14532,9419,237
河南,2020-04-22,0,0,0,14532,9419,237
河南,2020-04-23,0,0,0,14532,9419,237
河南,2020-04-24,0,0,0,14532,9419,237
河南,2020-04-25,0,0,0,14532,9419,237
河南,2020-04-26,0,0,0,14532,9419,237
河南,2020-04-27,0,0,0,14532,9419,237
河南,2020-04-28,0,0,0,14532,9419,237
河南,2020-04-29,0,0,0,14532,9419,237
河南,2020-04-30,0,0,0,14532,9419,237
河南,2020-05-01,0,0,0,14532,9419,237
河南,2020-05-02,0,0,0,14532,9419,237
河南,2020-05-03,0,0,0,14532,9419,237
河南,2020-05-04,0,0,0,14532,9419,237
河南,2020-05-05,0,0,0,14532,9419,237
河南,2020-05-06,0,0,0,14532,9419,237
河南,2020-05-07,0,0,0,14532,9419,237
河南,2020-05-08,0,0,0,14532,9419,237
河南,2020-05-09,0,0,0,14532,9419,237
河南,2020-05-10,0,0,0,14532,9419,237
河南,2020-05-11,0,0,0,14532,9419,237
河南,2020-05-12,0,0,0,14532,9419,237
河南,2020-05-13,0,0,0,14532,9419,237
河南,2020-05-14,0,0,0,14532,9419,237
河南,2020-05-15,0,0,0,14532,9419,237
河南,2020-05-16,0,0,0,14532,9419,237
河南,2020-05-17,0,0,0,14532,9419,237
河南,2020-05-18,0,0,0,14532,9419,237
河南,2020-05-19,0,0,0,14532,9419,237
河南,2020-05-20,0,0,0,14532,9419,237
河南,2020-05-21,0,0,0,14532,9419,237
河南,2020-05-22,0,0,0,14532,9419,237
河南,2020-05-23,0,0,0,14532,9419,237
河南,2020-05-24,0,0,0,14532,9419,237
河南,2020-05-25,0,0,0,14532,9419,237
河南,2020-05-26,0,0,0,14532,9419,237
河南,2020-05-27,0,0,0,14532,9419,237
河南,2020-05-28,0,0,0,14532,9419,237
河南,2020-05-29,0,0,0,14532,9419,237
河南,2020-05-30,0,0,0,14532,9419,237
河南,2020-05-31,0,0,0,14532,9419,237
河南,2020-06-01,0,0,0,14532,9419,237
河南,2020-06-02,0,0,0,14532,9419,237
河南,2020-06-03,0,0,0,14532,9419,237
河南,2020-06-04,0,0,0,14532,9419,237
河南,2020-06-05,0,0,0,14532,9419,237
河南,2020-06-06,0,0,0,14532,9419,237
河南,2020-06-07,0,0,0,14532,9419,237
河南,2020-06-08,0,0,0,14532,9419,237
河南,2020-06-09,0,0,0,14532,9419,237
河南,2020-06-10,0,0,0,14532,9419,237
河南,2020-06-11,0,0,0,14532,9419,237
河南,2020-06-12,0,0,0,14532,9419,237
河南,2020-06-13,0,0,0,14532,9419,237
河南,2020-06-14,0,0,0,14532,9419,237
河南,2020-06-15,0,0,0,14532,9419,237
河南,2020-06-16,0,0,0,14532,9419,237
河南,2020-06-17,0,0,0,14532,9419,237
河南,2020-06-18,0,0,0,14532,9419,237
河南,2020-06-19,0,0,0,14532,9419,237
河南,2020-06-20,0,0,0,14532,9419,237
河南,2020-06-21,0,0,0,14532,9419,237
河南,2020-06-22,0,0,0,14532,9419,237
河南,2020-06-23,0,0,0,14532,9419,237
河南,2020-06-24,0,0,0,14532,9419,237
河南,2020-06-25,0,0,0,14532,9419,237
河南,2020-06-26,0,0,0,14532,9419,237
河南,2020-06-27,0,0,0,14532,9419,237
河南,2020-06-28,0,0,0,14532,9419,237
河南,2020-06-29,0,0,0,14532,9419,237
河南,2020-06-30,0,0,0,14532,9419,237
浙江,2020-01-20,5,0,0,2223,2194,1
浙江,2020-01-21,5,0,0,2438,2403,1
浙江,2020-01-22,17,1,0,6032,5945,4
浙江,2020-01-23,16,0,0,6212,6108,4
浙江,2020-01-24,19,0,0,6231,6108,4
浙江,2020-01-25,42,0,0,7416,7239,5
浙江,2020-01-26,24,0,0,7440,7239,5
浙江,2020-01-27,45,0,0,7485,7239,5
浙江,2020-01-28,123,2,0,7608,7241,5
浙江,2020-01-29,132,1,0,7740,7242,5
浙江,2020-01-30,109,5,0,7849,7247,5
浙江,2020-01-31,62,6,0,7911,7253,5
浙江,2020-02-01,62,8,0,7973,7261,5
浙江,2020-02-02,63,13,0,8036,7274,5
浙江,2020-02-03,103,12,0,8139,7286,5
浙江,2020-02-04,66,15,0,8205,7301,5
浙江,2020-02-05,54,18,0,8259,7319,5
浙江,2020-02-06,52,17,0,8311,7336,5
浙江,2020-02-07,39,29,0,8350,7365,5
浙江,2020-02-08,25,46,0,8375,7411,5
浙江,2020-02-09,28,28,0,8403,7439,5
浙江,2020-02-10,19,50,0,8422,7489,5
浙江,2020-02-11,14,28,0,8436,7517,5
浙江,2020-02-12,14,48,0,8450,7565,5
浙江,2020-02-13,10,40,0,8460,7605,5
浙江,2020-02-14,7,42,0,8467,7647,5
浙江,2020-02-15,5,28,0,8472,7675,5
浙江,2020-02-16,4,33,0,8476,7708,5
浙江,2020-02-17,1,44,0,8477,7752,5
浙江,2020-02-18,1,30,0,8478,7782,5
浙江,2020-02-19,2,65,0,8480,7847,5
浙江,2020-02-20,35,38,1,9118,8477,6
浙江,2020-02-21,2,47,0,9120,8524,6
浙江,2020-02-22,0,35,0,9120,8559,6
浙江,2020-02-23,0,36,0,9120,8595,6
浙江,2020-02-24,0,29,0,9120,8624,6
浙江,2020-02-25,0,20,0,9120,8644,6
浙江,2020-02-26,0,67,0,9120,8711,6
浙江,2020-02-27,0,62,0,9120,8773,6
浙江,2020-02-28,0,44,0,9120,8817,6
浙江,2020-02-29,0,40,0,9120,8857,6
浙江,2020-03-01,1,23,0,9674,9422,6
浙江,2020-03-02,12,31,0,9686,9453,6
浙江,2020-03-03,0,21,0,9686,9474,6
浙江,2020-03-04,2,23,0,9688,9497,6
浙江,2020-03-05,0,23,0,9688,9520,6
浙江,2020-03-06,0,8,0,9688,9528,6
浙江,2020-03-07,0,8,0,9688,9536,6
浙江,2020-03-08,0,13,0,9688,9549,6
浙江,2020-03-09,0,8,0,9688,9557,6
浙江,2020-03-10,0,15,0,9688,9572,6
浙江,2020-03-11,0,4,0,9688,9576,6
浙江,2020-03-12,0,0,0,9688,9576,6
浙江,2020-03-13,12,2,0,9700,9578,6
浙江,2020-03-14,4,0,0,9704,9578,6
浙江,2020-03-15,0,2,0,9704,9580,6
浙江,2020-03-16,1,3,0,9705,9583,6
浙江,2020-03-17,0,0,0,9705,9583,6
浙江,2020-03-18,1,1,0,9706,9584,6
浙江,2020-03-19,1,2,0,9707,9586,6
浙江,2020-03-20,2,0,0,9709,9586,6
浙江,2020-03-21,1,0,0,9710,9586,6
浙江,2020-03-22,1,2,0,9711,9588,6
浙江,2020-03-23,2,0,0,9713,9588,6
浙江,2020-03-24,1,0,0,9714,9588,6
浙江,2020-03-25,2,1,0,9716,9589,6
浙江,2020-03-26,4,0,0,9720,9589,6
浙江,2020-03-27,4,3,0,9724,9592,6
浙江,2020-03-28,3,0,0,9727,9592,6
浙江,2020-03-29,1,0,0,9728,9592,6
浙江,2020-03-30,2,1,0,9730,9593,6
浙江,2020-03-31,0,0,0,9730,9593,6
浙江,2020-04-01,1,2,0,9731,9595,6
浙江,2020-04-02,2,0,0,9733,9595,6
浙江,2020-04-03,2,1,0,9735,9596,6
浙江,2020-04-04,1,1,0,9736,9597,6
浙江,2020-04-05,1,0,0,9737,9597,6
浙江,2020-04-06,1,0,0,9738,9597,6
浙江,2020-04-07,1,2,0,9739,9599,6
浙江,2020-04-08,1,3,0,9740,9602,6
浙江,2020-04-09,0,0,0,9740,9602,6
浙江,2020-04-10,0,1,0,9740,9603,6
浙江,2020-04-11,0,2,0,9740,9605,6
浙江,2020-04-12,0,1,0,9740,9606,6
浙江,2020-04-13,0,3,0,9740,9609,6
浙江,2020-04-14,1,2,0,9741,9611,6
浙江,2020-04-15,0,0,0,9741,9611,6
浙江,2020-04-16,0,2,0,9741,9613,6
浙江,2020-04-17,0,0,0,9741,9613,6
浙江,2020-04-18,0,1,0,9741,9614,6
浙江,2020-04-19,0,2,0,9741,9616,6
浙江,2020-04-20,0,2,0,9741,9618,6
浙江,2020-04-21,0,1,0,9741,9619,6
浙江,2020-04-22,0,2,0,9741,9621,6
浙江,2020-04-23,0,2,0,9741,9623,6
浙江,2020-04-24,0,0,0,9741,9623,6
浙江,2020-04-25,0,1,0,9741,9624,6
浙江,2020-04-26,0,1,0,9741,9625,6
浙江,2020-04-27,0,3,0,9741,9628,6
浙江,2020-04-28,0,1,0,9741,9629,6
浙江,2020-04-29,0,1,0,9741,9630,6
浙江,2020-04-30,0,1,0,9741,9631,6
浙江,2020-05-01,0,1,0,9741,9632,6
浙江,2020-05-02,0,0,0,9741,9632,6
浙江,2020-05-03,0,0,0,9741,9632,6
浙江,2020-05-04,0,2,0,9741,9634,6
浙江,2020-05-05,0,0,0,9741,9634,6
浙江,2020-05-06,0,0,0,9741,9634,6
浙江,2020-05-07,0,0,0,9741,9634,6
浙江,2020-05-08,0,0,0,9741,9634,6
浙江,2020-05-09,0,0,0,9741,9634,6
浙江,2020-05-10,0,0,0,9741,9634,6
浙江,2020-05-11,0,0,0,9741,9634,6
浙江,2020-05-12,0,0,0,9741,9634,6
浙江,2020-05-13,0,0,0,9741,9634,6
浙江,2020-05-14,0,0,0,9741,9634,6
浙江,2020-05-15,0,0,0,9741,9634,6
浙江,2020-05-16,0,0,0,9741,9634,6
浙江,2020-05-17,0,0,0,9741,9634,6
浙江,2020-05-18,0,0,0,9741,9634,6
浙江,2020-05-19,0,0,0,9741,9634,6
浙江,2020-05-20,0,0,0,9741,9634,6
浙江,2020-05-21,0,0,0,9741,9634,6
浙江,2020-05-22,0,0,0,9741,9634,6
浙江,2020-05-23,0,0,0,9741,9634,6
浙江,2020-05-24,0,0,0,9741,9634,6
浙江,2020-05-25,0,0,0,9741,9634,6
浙江,2020-05-26,0,0,0,9741,9634,6
浙江,2020-05-27,0,0,0,9741,9634,6
浙江,2020-05-28,0,0,0,9741,9634,6
浙江,2020-05-29,0,0,0,9741,9634,6
浙江,2020-05-30,0,0,0,9741,9634,6
浙江,2020-05-31,0,0,0,9741,9634,6
浙江,2020-06-01,0,0,0,9741,9634,6
浙江,2020-06-02,0,0,0,9741,9634,6
浙江,2020-06-03,0,0,0,9741,9634,6
浙江,2020-06-04,0,0,0,9741,9634,6
浙江,2020-06-05,0,0,0,9741,9634,6
浙江,2020-06-06,0,0,0,9741,9634,6
浙江,2020-06-07,0,0,0,9741,9634,6
浙江,2020-06-08,0,0,0,9741,9634,6
浙江,2020-06-09,0,0,0,9741,9634,6
浙江,2020-06-10,0,0,0,9741,9634,6
浙江,2020-06-11,0,0,0,9741,9634,6
浙江,2020-06-12,0,0,0,9741,9634,6
浙江,2020-06-13,0,0,0,9741,9634,6
浙江,2020-06-14,0,0,0,9741,9634,6
浙江,2020-06-15,0,0,0,9741,9634,6
浙江,2020-06-16,1,0,0,9742,9634,6
浙江,2020-06-17,0,0,0,9742,9634,6
浙江,2020-06-18,0,0,0,9742,9634,6
浙江,2020-06-19,0,0,0,9742,9634,6
浙江,2020-06-20,0,0,0,9742,9634,6
浙江,2020-06-21,0,0,0,9742,9634,6
浙江,2020-06-22,0,0,0,9742,9634,6
浙江,2020-06-23,0,0,0,9742,9634,6
浙江,2020-06-24,0,0,0,9742,9634,6
浙江,2020-06-25,0,0,0,9742,9634,6
浙江,2020-06-26,0,0,0,9742,9634,6
浙江,2020-06-27,0,0,0,9742,9634,6
浙江,2020-06-28,0,0,0,9742,9634,6
浙江,2020-06-29,0,0,0,9742,9634,6
浙江,2020-06-30,0,0,0,9742,9634,6
海南,2020-01-22,4,0,0,196,186,6
海南,2020-01-23,4,0,0,200,186,6
海南,2020-01-24,9,0,0,290,265,8
海南,2020-01-25,5,0,0,607,567,18
海南,2020-01-26,9,0,0,616,567,18
海南,2020-01-27,7,0,1,781,720,24
海南,2020-01-28,5,0,0,1010,938,30
海南,2020-01-29,3,1,0,1013,939,30
海南,2020-01-30,3,0,0,1214,1130,37
海南,2020-01-31,8,0,0,1298,1204,39
海南,2020-02-01,5,0,0,1303,1204,39
海南,2020-02-02,7,3,0,1409,1302,43
海南,2020-02-03,9,0,0,1418,1302,43
海南,2020-02-04,11,0,0,1507,1378,45
海南,2020-02-05,11,1,0,1518,1379,45
海南,2020-02-06,11,3,1,1529,1382,46
海南,2020-02-07,11,3,0,1540,1385,46
海南,2020-02-08,6,4,0,1546,1389,46
海南,2020-02-09,8,4,1,1554,1393,47
海南,2020-02-10,6,0,0,1560,1393,47
海南,2020-02-11,3,1,0,1563,1394,47
